Member_number,Date,productId,items,productName,price,Category,Revenue,order_id
2914,2015-04-01,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,9733
3916,2015-10-04,7,2,citrus fruit,1.5,Fresh Food,3.0,13319
4145,2015-04-11,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,9939
3657,2015-01-27,69,1,domestic eggs,1.25,Fresh Food,1.25,8512
2546,2015-05-07,123,1,mustard,5.2,Pantry Staples,5.2,10411
2738,2015-02-03,22,1,root vegetables,1.8,Fresh Food,1.8,8644
1491,2015-12-30,23,1,pork,7.2,Fresh Food,7.2,14944
3268,2015-04-18,70,2,margarine,3.5,Pantry Staples,7.0,10050
1820,2015-04-07,29,1,ham,15.2,Fresh Food,15.2,9838
1923,2015-12-06,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,14530
2968,2015-10-17,71,2,shopping bags,5.12,Household & Hygiene,10.24,13574
4970,2015-08-08,24,3,pastry,3.1,Bakery & Sweets,9.3,12236
4827,2015-10-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,13301
3474,2015-04-07,136,2,dishes,6.8,Specialty & Seasonal,13.6,9847
4417,2015-03-19,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,9495
3061,2015-11-05,69,1,domestic eggs,1.25,Fresh Food,1.25,13897
4364,2015-05-25,11,1,butter,3.2,Dairy,3.2,10787
2887,2015-01-17,2,3,whole milk,1.8,Dairy,5.4,8283
1292,2015-10-24,23,1,pork,7.2,Fresh Food,7.2,13682
1693,2015-12-27,24,2,pastry,3.1,Bakery & Sweets,6.2,14884
2267,2015-01-07,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,8101
2663,2015-09-10,24,2,pastry,3.1,Bakery & Sweets,6.2,12868
1551,2015-06-11,18,1,yogurt,2.2,Dairy,2.2,11074
3421,2015-05-12,18,1,yogurt,2.2,Dairy,2.2,10522
2785,2015-07-12,2,3,whole milk,1.8,Dairy,5.4,11701
4326,2015-05-02,121,2,sweet spreads,5.4,Bakery & Sweets,10.8,10331
2871,2015-12-20,22,3,root vegetables,1.8,Fresh Food,5.4,14773
4969,2015-05-26,17,1,bottled water,0.5,Beverages,0.5,10810
3463,2015-09-24,18,3,yogurt,2.2,Dairy,6.6000000000000005,13118
1504,2015-11-30,2,1,whole milk,1.8,Dairy,1.8,14407
2528,2015-10-19,70,2,margarine,3.5,Pantry Staples,7.0,13606
1959,2015-05-15,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,10574
2479,2015-01-13,44,1,newspapers,3.2,Specialty & Seasonal,3.2,8211
4809,2015-04-13,45,1,curd,9.8,Dairy,9.8,9974
4047,2015-03-06,49,1,beverages,1.1,Beverages,1.1,9270
2781,2015-01-11,18,2,yogurt,2.2,Dairy,4.4,8176
1837,2015-01-03,22,1,root vegetables,1.8,Fresh Food,1.8,8014
3288,2015-04-26,2,2,whole milk,1.8,Dairy,3.6,10191
1152,2015-04-20,36,3,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,10080
1641,2015-06-23,74,2,whipped/sour cream,5.5,Dairy,11.0,11330
2685,2015-07-19,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11812
3599,2015-01-08,7,2,citrus fruit,1.5,Fresh Food,3.0,8127
2114,2015-11-06,2,2,whole milk,1.8,Dairy,3.6,13911
2019,2015-09-08,4,1,other vegetables,0.8,Fresh Food,0.8,12826
4019,2015-03-19,40,2,grapes,9.4,Fresh Food,18.8,9492
3663,2015-06-28,83,1,white bread,0.3,Bakery & Sweets,0.3,11441
3170,2015-12-03,18,1,yogurt,2.2,Dairy,2.2,14479
3537,2015-09-24,45,1,curd,9.8,Dairy,9.8,13120
3918,2015-06-22,8,2,beef,19.5,Fresh Food,39.0,11322
3507,2015-07-22,24,1,pastry,3.1,Bakery & Sweets,3.1,11879
4453,2015-05-22,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,10739
2769,2015-07-31,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,12051
4151,2015-11-02,2,2,whole milk,1.8,Dairy,3.6,13848
2291,2015-04-10,101,1,canned fish,2.1,Frozen & Processed Food,2.1,9904
1677,2015-02-21,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,8993
1499,2015-03-06,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,9258
2274,2015-01-05,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,8054
2186,2015-04-02,25,2,canned beer,1.1,Beverages,2.2,9756
4437,2015-08-07,100,2,chewing gum,0.5,Specialty & Seasonal,1.0,12210
4856,2015-01-03,15,2,specialty bar,5.2,Bakery & Sweets,10.4,8028
3413,2015-09-23,14,1,chocolate,11.5,Bakery & Sweets,11.5,13096
4741,2015-09-25,2,1,whole milk,1.8,Dairy,1.8,13145
4406,2015-05-27,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,10829
2601,2015-04-30,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,10268
4845,2015-10-12,26,2,berries,10.8,Fresh Food,21.6,13480
3695,2015-07-09,76,2,sliced cheese,4.2,Dairy,8.4,11655
2202,2015-02-28,45,3,curd,9.8,Dairy,29.400000000000002,9135
1027,2015-02-25,32,3,red/blush wine,12.2,Beverages,36.599999999999994,9065
1744,2015-09-28,50,1,bottled beer,1.8,Beverages,1.8,13180
4864,2015-12-04,3,2,pip fruit,3.0,Fresh Food,6.0,14507
3730,2015-07-27,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11970
2127,2015-01-01,62,3,pickled vegetables,2.7,Fresh Food,8.100000000000001,7985
2672,2015-11-26,24,3,pastry,3.1,Bakery & Sweets,9.3,14319
1930,2015-02-02,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,8624
3623,2015-05-07,61,1,liquor,8.5,Beverages,8.5,10416
4082,2015-05-01,22,2,root vegetables,1.8,Fresh Food,3.6,10298
4387,2015-07-26,20,1,brown bread,0.8,Bakery & Sweets,0.8,11957
4424,2015-08-22,32,3,red/blush wine,12.2,Beverages,36.599999999999994,12524
3630,2015-07-24,45,3,curd,9.8,Dairy,29.400000000000002,11919
2202,2015-05-28,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,10840
3036,2015-09-18,2,2,whole milk,1.8,Dairy,3.6,13003
4529,2015-05-10,4,1,other vegetables,0.8,Fresh Food,0.8,10484
1968,2015-02-16,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,8903
1511,2015-03-22,71,1,shopping bags,5.12,Household & Hygiene,5.12,9545
1503,2015-08-17,2,1,whole milk,1.8,Dairy,1.8,12395
2091,2015-07-30,66,3,onions,1.3,Fresh Food,3.9000000000000004,12023
1651,2015-02-22,17,1,bottled water,0.5,Beverages,0.5,9004
1553,2015-03-20,123,3,mustard,5.2,Pantry Staples,15.600000000000001,9500
4746,2015-12-09,18,1,yogurt,2.2,Dairy,2.2,14592
2902,2015-06-12,4,1,other vegetables,0.8,Fresh Food,0.8,11096
4205,2015-01-29,74,2,whipped/sour cream,5.5,Dairy,11.0,8558
1508,2015-11-15,25,2,canned beer,1.1,Beverages,2.2,14094
2403,2015-12-01,18,3,yogurt,2.2,Dairy,6.6000000000000005,14430
4705,2015-05-22,25,2,canned beer,1.1,Beverages,2.2,10740
1285,2015-07-21,96,1,hygiene articles,7.5,Household & Hygiene,7.5,11843
4238,2015-12-03,66,3,onions,1.3,Fresh Food,3.9000000000000004,14486
1938,2015-05-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10425
3402,2015-05-23,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,10755
4031,2015-10-18,38,1,soda,0.8,Beverages,0.8,13595
1739,2015-05-31,38,2,soda,0.8,Beverages,1.6,10893
2104,2015-02-27,65,3,candy,3.6,Bakery & Sweets,10.8,9112
4516,2015-12-07,65,1,candy,3.6,Bakery & Sweets,3.6,14555
3485,2015-07-22,1,2,tropical fruit,7.8,Fresh Food,15.6,11878
4462,2015-06-07,7,2,citrus fruit,1.5,Fresh Food,3.0,11016
2544,2015-01-29,26,3,berries,10.8,Fresh Food,32.400000000000006,8552
2805,2015-08-30,58,1,ice cream,1.8,Frozen & Processed Food,1.8,12677
2969,2015-08-24,101,2,canned fish,2.1,Frozen & Processed Food,4.2,12557
3563,2015-11-25,2,1,whole milk,1.8,Dairy,1.8,14302
2683,2015-01-18,32,2,red/blush wine,12.2,Beverages,24.4,8304
3776,2015-07-18,38,3,soda,0.8,Beverages,2.4000000000000004,11798
1331,2015-11-29,22,3,root vegetables,1.8,Fresh Food,5.4,14379
1498,2015-05-28,51,2,dessert,1.15,Bakery & Sweets,2.3,10834
3890,2015-01-11,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,8182
4559,2015-02-07,2,2,whole milk,1.8,Dairy,3.6,8730
2723,2015-01-31,136,1,dishes,6.8,Specialty & Seasonal,6.8,8589
2925,2015-12-11,154,2,cake bar,2.4,Bakery & Sweets,4.8,14612
3684,2015-02-15,14,3,chocolate,11.5,Bakery & Sweets,34.5,8894
1770,2015-11-19,71,1,shopping bags,5.12,Household & Hygiene,5.12,14173
3661,2015-06-17,11,3,butter,3.2,Dairy,9.600000000000001,11206
1044,2015-10-25,45,1,curd,9.8,Dairy,9.8,13697
3031,2015-11-25,20,2,brown bread,0.8,Bakery & Sweets,1.6,14300
3028,2015-05-19,18,3,yogurt,2.2,Dairy,6.6000000000000005,10680
3035,2015-03-04,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9221
3189,2015-11-23,12,1,fruit/vegetable juice,2.1,Beverages,2.1,14259
3766,2015-11-08,71,1,shopping bags,5.12,Household & Hygiene,5.12,13962
4540,2015-08-04,49,1,beverages,1.1,Beverages,1.1,12150
4362,2015-07-11,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,11690
4355,2015-11-21,50,2,bottled beer,1.8,Beverages,3.6,14223
1510,2015-10-25,38,1,soda,0.8,Beverages,0.8,13699
4299,2015-08-14,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12344
1982,2015-12-14,11,1,butter,3.2,Dairy,3.2,14658
3365,2015-08-13,104,2,cat food,11.2,Pet Care,22.4,12313
3653,2015-11-09,32,1,red/blush wine,12.2,Beverages,12.2,13987
1795,2015-04-03,2,2,whole milk,1.8,Dairy,3.6,9771
4693,2015-04-24,74,3,whipped/sour cream,5.5,Dairy,16.5,10164
4219,2015-10-16,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,13554
3636,2015-05-14,2,1,whole milk,1.8,Dairy,1.8,10562
1595,2015-04-11,38,3,soda,0.8,Beverages,2.4000000000000004,9921
3196,2015-05-05,2,1,whole milk,1.8,Dairy,1.8,10382
2657,2015-05-21,91,1,frozen dessert,2.8,Frozen & Processed Food,2.8,10712
4656,2015-10-14,40,3,grapes,9.4,Fresh Food,28.200000000000003,13517
4239,2015-02-11,26,3,berries,10.8,Fresh Food,32.400000000000006,8811
1510,2015-08-21,2,2,whole milk,1.8,Dairy,3.6,12483
3462,2015-01-21,150,3,nut snack,4.9,Snacks,14.700000000000001,8374
3794,2015-11-01,63,3,liquor (appetizer),11.2,Beverages,33.599999999999994,13833
1408,2015-03-01,38,1,soda,0.8,Beverages,0.8,9151
3686,2015-08-29,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,12663
2273,2015-02-28,128,1,soft cheese,7.2,Dairy,7.2,9136
4693,2015-03-13,84,3,female sanitary products,2.5,Personal Care,7.5,9395
2597,2015-02-13,66,3,onions,1.3,Fresh Food,3.9000000000000004,8845
1551,2015-07-21,45,2,curd,9.8,Dairy,19.6,11845
2888,2015-01-08,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,8124
1631,2015-08-14,37,3,herbs,6.5,Fresh Food,19.5,12328
3564,2015-07-04,17,1,bottled water,0.5,Beverages,0.5,11557
4277,2015-11-25,40,1,grapes,9.4,Fresh Food,9.4,14305
4410,2015-10-12,80,2,salty snack,0.5,Snacks,1.0,13477
3455,2015-11-18,128,3,soft cheese,7.2,Dairy,21.6,14156
2467,2015-07-05,93,1,nuts/prunes,6.2,Fresh Food,6.2,11574
2235,2015-01-19,41,3,processed cheese,6.4,Dairy,19.200000000000003,8328
2145,2015-01-21,38,2,soda,0.8,Beverages,1.6,8360
3310,2015-03-08,40,1,grapes,9.4,Fresh Food,9.4,9302
2876,2015-09-19,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,13022
3736,2015-02-26,22,2,root vegetables,1.8,Fresh Food,3.6,9103
3402,2015-08-16,116,3,sauces,2.45,Pantry Staples,7.3500000000000005,12387
1397,2015-12-21,74,1,whipped/sour cream,5.5,Dairy,5.5,14785
3497,2015-08-15,83,1,white bread,0.3,Bakery & Sweets,0.3,12362
3044,2015-06-07,64,2,UHT-milk,2.1,Dairy,4.2,11012
1296,2015-11-23,18,2,yogurt,2.2,Dairy,4.4,14249
3999,2015-11-16,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,14127
2492,2015-11-10,2,3,whole milk,1.8,Dairy,5.4,14003
1572,2015-09-21,65,3,candy,3.6,Bakery & Sweets,10.8,13050
4224,2015-01-29,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,8559
2352,2015-01-31,71,2,shopping bags,5.12,Household & Hygiene,10.24,8585
3609,2015-02-23,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,9036
4142,2015-11-17,49,3,beverages,1.1,Beverages,3.3000000000000003,14143
2736,2015-12-26,16,2,butter milk,6.1,Dairy,12.2,14870
2517,2015-03-20,69,3,domestic eggs,1.25,Fresh Food,3.75,9507
4999,2015-02-18,66,1,onions,1.3,Fresh Food,1.3,8958
4338,2015-03-24,62,1,pickled vegetables,2.7,Fresh Food,2.7,9594
2215,2015-11-26,60,2,cream cheese,6.3,Dairy,12.6,14316
2745,2015-04-21,4,1,other vegetables,0.8,Fresh Food,0.8,10106
2861,2015-03-12,1,2,tropical fruit,7.8,Fresh Food,15.6,9369
3553,2015-05-10,4,2,other vegetables,0.8,Fresh Food,1.6,10478
2993,2015-05-05,114,2,napkins,21.8,Household & Hygiene,43.6,10379
4365,2015-02-20,2,2,whole milk,1.8,Dairy,3.6,8986
2860,2015-12-20,158,1,flower (seeds),6.8,Household & Hygiene,6.8,14772
3760,2015-11-22,76,1,sliced cheese,4.2,Dairy,4.2,14240
2505,2015-04-22,2,1,whole milk,1.8,Dairy,1.8,10124
1485,2015-07-12,4,1,other vegetables,0.8,Fresh Food,0.8,11694
4608,2015-04-27,146,2,ketchup,1.25,Pantry Staples,2.5,10218
2873,2015-07-15,63,2,liquor (appetizer),11.2,Beverages,22.4,11750
4848,2015-07-07,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11618
2550,2015-12-23,74,3,whipped/sour cream,5.5,Dairy,16.5,14811
2085,2015-04-22,65,3,candy,3.6,Bakery & Sweets,10.8,10122
2549,2015-08-24,38,3,soda,0.8,Beverages,2.4000000000000004,12555
1200,2015-08-08,22,1,root vegetables,1.8,Fresh Food,1.8,12216
3463,2015-05-09,71,2,shopping bags,5.12,Household & Hygiene,10.24,10460
3583,2015-08-02,137,2,male cosmetics,10.6,Personal Care,21.2,12100
1276,2015-03-26,18,3,yogurt,2.2,Dairy,6.6000000000000005,9616
2951,2015-12-22,69,3,domestic eggs,1.25,Fresh Food,3.75,14800
4970,2015-07-23,76,2,sliced cheese,4.2,Dairy,8.4,11909
1492,2015-01-20,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8337
3864,2015-08-26,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,12600
2506,2015-11-17,4,2,other vegetables,0.8,Fresh Food,1.6,14138
4285,2015-04-22,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,10132
4822,2015-02-26,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,9108
3588,2015-12-15,26,1,berries,10.8,Fresh Food,10.8,14687
2520,2015-12-06,38,3,soda,0.8,Beverages,2.4000000000000004,14533
1088,2015-01-14,26,1,berries,10.8,Fresh Food,10.8,8223
1486,2015-09-23,8,2,beef,19.5,Fresh Food,39.0,13086
4080,2015-07-03,2,1,whole milk,1.8,Dairy,1.8,11539
3058,2015-07-27,11,2,butter,3.2,Dairy,6.4,11968
3133,2015-12-01,31,1,curd cheese,9.2,Dairy,9.2,14436
1731,2015-08-17,2,1,whole milk,1.8,Dairy,1.8,12396
2436,2015-02-17,70,1,margarine,3.5,Pantry Staples,3.5,8921
3452,2015-05-15,24,3,pastry,3.1,Bakery & Sweets,9.3,10585
2761,2015-01-11,103,3,semi-finished bread,1.1,Frozen & Processed Food,3.3000000000000003,8175
1705,2015-07-28,2,3,whole milk,1.8,Dairy,5.4,11985
3221,2015-04-01,26,3,berries,10.8,Fresh Food,32.400000000000006,9735
1384,2015-12-19,69,3,domestic eggs,1.25,Fresh Food,3.75,14750
4570,2015-08-22,1,1,tropical fruit,7.8,Fresh Food,7.8,12525
2506,2015-12-27,38,3,soda,0.8,Beverages,2.4000000000000004,14889
3380,2015-04-23,34,2,flour,2.1,Pantry Staples,4.2,10144
2765,2015-11-30,18,1,yogurt,2.2,Dairy,2.2,14413
4840,2015-06-05,74,1,whipped/sour cream,5.5,Dairy,5.5,10976
1685,2015-08-18,2,2,whole milk,1.8,Dairy,3.6,12416
2028,2015-03-01,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,9157
1125,2015-08-27,24,2,pastry,3.1,Bakery & Sweets,6.2,12609
1054,2015-09-02,73,1,oil,3.4,Pantry Staples,3.4,12709
4274,2015-01-23,4,1,other vegetables,0.8,Fresh Food,0.8,8426
2710,2015-10-14,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,13507
2699,2015-11-28,24,2,pastry,3.1,Bakery & Sweets,6.2,14364
1918,2015-09-29,16,3,butter milk,6.1,Dairy,18.299999999999997,13204
4936,2015-03-02,22,1,root vegetables,1.8,Fresh Food,1.8,9199
2535,2015-03-20,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9508
4495,2015-08-24,69,1,domestic eggs,1.25,Fresh Food,1.25,12565
4216,2015-02-24,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9058
1515,2015-09-21,104,2,cat food,11.2,Pet Care,22.4,13049
2604,2015-01-26,83,1,white bread,0.3,Bakery & Sweets,0.3,8481
4820,2015-12-07,126,1,snack products,0.9,Snacks,0.9,14556
2340,2015-11-28,2,1,whole milk,1.8,Dairy,1.8,14360
2864,2015-03-13,1,2,tropical fruit,7.8,Fresh Food,15.6,9383
1366,2015-11-29,8,2,beef,19.5,Fresh Food,39.0,14381
3317,2015-06-29,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,11460
4218,2015-01-11,26,2,berries,10.8,Fresh Food,21.6,8184
3958,2015-11-04,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13886
1309,2015-04-01,151,3,cocoa drinks,2.1,Beverages,6.300000000000001,9724
1394,2015-05-24,50,2,bottled beer,1.8,Beverages,3.6,10761
4412,2015-05-04,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,10366
3649,2015-06-21,18,3,yogurt,2.2,Dairy,6.6000000000000005,11301
4805,2015-10-13,2,3,whole milk,1.8,Dairy,5.4,13496
1599,2015-04-20,2,1,whole milk,1.8,Dairy,1.8,10084
4321,2015-09-12,44,1,newspapers,3.2,Specialty & Seasonal,3.2,12910
3397,2015-02-20,45,2,curd,9.8,Dairy,19.6,8983
3767,2015-06-06,49,1,beverages,1.1,Beverages,1.1,10996
2781,2015-06-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10910
3750,2015-05-17,45,3,curd,9.8,Dairy,29.400000000000002,10632
4574,2015-11-27,2,1,whole milk,1.8,Dairy,1.8,14350
4180,2015-04-01,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,9748
3897,2015-02-01,64,1,UHT-milk,2.1,Dairy,2.1,8617
4333,2015-07-01,128,3,soft cheese,7.2,Dairy,21.6,11499
3796,2015-06-06,50,2,bottled beer,1.8,Beverages,3.6,10997
2240,2015-05-18,25,2,canned beer,1.1,Beverages,2.2,10646
2967,2015-02-06,69,1,domestic eggs,1.25,Fresh Food,1.25,8702
2581,2015-12-14,27,1,coffee,8.5,Beverages,8.5,14660
1248,2015-12-15,2,1,whole milk,1.8,Dairy,1.8,14673
3830,2015-10-18,27,1,coffee,8.5,Beverages,8.5,13594
3976,2015-05-08,66,1,onions,1.3,Fresh Food,1.3,10439
1842,2015-02-23,60,3,cream cheese,6.3,Dairy,18.9,9025
1626,2015-02-18,100,2,chewing gum,0.5,Specialty & Seasonal,1.0,8938
4059,2015-01-05,2,3,whole milk,1.8,Dairy,5.4,8066
2370,2015-09-12,14,2,chocolate,11.5,Bakery & Sweets,23.0,12902
4466,2015-09-03,18,3,yogurt,2.2,Dairy,6.6000000000000005,12746
2404,2015-02-10,18,3,yogurt,2.2,Dairy,6.6000000000000005,8778
3224,2015-03-14,71,3,shopping bags,5.12,Household & Hygiene,15.36,9413
1478,2015-02-12,17,1,bottled water,0.5,Beverages,0.5,8818
2229,2015-12-22,28,2,misc. beverages,1.2,Beverages,2.4,14797
4418,2015-10-04,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13324
3571,2015-07-07,78,1,baking powder,1.8,Pantry Staples,1.8,11610
2234,2015-02-27,22,3,root vegetables,1.8,Fresh Food,5.4,9113
3416,2015-02-07,25,2,canned beer,1.1,Beverages,2.2,8725
3429,2015-06-29,22,2,root vegetables,1.8,Fresh Food,3.6,11462
1046,2015-06-24,17,2,bottled water,0.5,Beverages,1.0,11347
4498,2015-04-19,14,2,chocolate,11.5,Bakery & Sweets,23.0,10075
2152,2015-09-03,139,1,whisky,28.5,Beverages,28.5,12730
1425,2015-03-18,20,1,brown bread,0.8,Bakery & Sweets,0.8,9457
3946,2015-11-19,44,2,newspapers,3.2,Specialty & Seasonal,6.4,14183
1009,2015-05-14,18,1,yogurt,2.2,Dairy,2.2,10546
2825,2015-12-25,139,2,whisky,28.5,Beverages,57.0,14857
4592,2015-06-22,14,1,chocolate,11.5,Bakery & Sweets,11.5,11324
1449,2015-05-27,38,3,soda,0.8,Beverages,2.4000000000000004,10812
1837,2015-06-18,69,3,domestic eggs,1.25,Fresh Food,3.75,11219
4322,2015-10-31,14,2,chocolate,11.5,Bakery & Sweets,23.0,13815
2039,2015-06-18,73,2,oil,3.4,Pantry Staples,6.8,11220
3999,2015-05-19,12,1,fruit/vegetable juice,2.1,Beverages,2.1,10686
1183,2015-01-04,69,2,domestic eggs,1.25,Fresh Food,2.5,8033
2441,2015-07-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11531
2739,2015-09-19,15,1,specialty bar,5.2,Bakery & Sweets,5.2,13019
3049,2015-02-05,18,2,yogurt,2.2,Dairy,4.4,8683
1697,2015-05-29,132,2,kitchen towels,4.83,Household & Hygiene,9.66,10859
4109,2015-08-24,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,12562
3217,2015-03-20,60,3,cream cheese,6.3,Dairy,18.9,9516
4879,2015-10-12,18,3,yogurt,2.2,Dairy,6.6000000000000005,13481
3505,2015-10-11,69,2,domestic eggs,1.25,Fresh Food,2.5,13450
4292,2015-10-26,18,1,yogurt,2.2,Dairy,2.2,13733
4813,2015-08-04,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,12155
1379,2015-04-17,60,2,cream cheese,6.3,Dairy,12.6,10023
3410,2015-05-31,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10901
4074,2015-09-10,34,1,flour,2.1,Pantry Staples,2.1,12878
3438,2015-01-04,115,1,waffles,2.5,Bakery & Sweets,2.5,8043
2919,2015-06-30,138,1,candles,2.7,Household & Hygiene,2.7,11477
1401,2015-05-29,38,1,soda,0.8,Beverages,0.8,10856
2074,2015-12-20,64,1,UHT-milk,2.1,Dairy,2.1,14767
4193,2015-08-30,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,12684
1195,2015-11-04,61,2,liquor,8.5,Beverages,17.0,13870
4850,2015-07-15,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,11756
3255,2015-01-08,2,1,whole milk,1.8,Dairy,1.8,8126
2572,2015-05-27,52,3,dog food,12.6,Pet Care,37.8,10816
3803,2015-12-14,92,3,vinegar,1.5,Pantry Staples,4.5,14667
3342,2015-06-22,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,11319
3167,2015-08-20,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,12468
3517,2015-07-14,59,1,hard cheese,4.5,Dairy,4.5,11734
1391,2015-03-14,18,2,yogurt,2.2,Dairy,4.4,9404
2682,2015-01-20,2,2,whole milk,1.8,Dairy,3.6,8344
1363,2015-01-15,59,2,hard cheese,4.5,Dairy,9.0,8247
4849,2015-05-17,26,2,berries,10.8,Fresh Food,21.6,10637
3107,2015-11-16,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,14123
2171,2015-04-22,58,3,ice cream,1.8,Frozen & Processed Food,5.4,10123
2286,2015-06-19,114,2,napkins,21.8,Household & Hygiene,43.6,11245
1449,2015-10-03,1,1,tropical fruit,7.8,Fresh Food,7.8,13284
2192,2015-02-10,38,1,soda,0.8,Beverages,0.8,8777
1926,2015-05-29,20,2,brown bread,0.8,Bakery & Sweets,1.6,10861
1245,2015-12-04,71,2,shopping bags,5.12,Household & Hygiene,10.24,14493
4034,2015-11-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,14066
3719,2015-02-22,25,2,canned beer,1.1,Beverages,2.2,9012
1033,2015-06-15,115,2,waffles,2.5,Bakery & Sweets,5.0,11157
1293,2015-10-26,79,1,specialty cheese,12.14,Dairy,12.14,13719
3737,2015-12-12,38,3,soda,0.8,Beverages,2.4000000000000004,14636
1114,2015-04-26,71,2,shopping bags,5.12,Household & Hygiene,10.24,10184
2286,2015-12-04,4,2,other vegetables,0.8,Fresh Food,1.6,14497
1782,2015-09-13,18,2,yogurt,2.2,Dairy,4.4,12916
2837,2015-09-19,7,1,citrus fruit,1.5,Fresh Food,1.5,13020
2011,2015-12-23,138,1,candles,2.7,Household & Hygiene,2.7,14808
3067,2015-09-22,70,3,margarine,3.5,Pantry Staples,10.5,13078
3191,2015-12-30,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,14955
4161,2015-09-24,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,13125
2526,2015-10-16,18,3,yogurt,2.2,Dairy,6.6000000000000005,13547
1582,2015-07-08,70,1,margarine,3.5,Pantry Staples,3.5,11622
3663,2015-11-20,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,14204
1237,2015-03-08,59,2,hard cheese,4.5,Dairy,9.0,9290
2635,2015-09-17,15,1,specialty bar,5.2,Bakery & Sweets,5.2,12986
3034,2015-05-22,4,1,other vegetables,0.8,Fresh Food,0.8,10732
3005,2015-07-12,12,1,fruit/vegetable juice,2.1,Beverages,2.1,11702
2476,2015-07-30,25,2,canned beer,1.1,Beverages,2.2,12025
1052,2015-05-15,74,1,whipped/sour cream,5.5,Dairy,5.5,10566
3781,2015-09-23,3,2,pip fruit,3.0,Fresh Food,6.0,13100
4736,2015-04-03,66,3,onions,1.3,Fresh Food,3.9000000000000004,9784
4101,2015-01-30,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,8573
2535,2015-10-17,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,13570
1924,2015-09-07,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,12805
3079,2015-01-04,10,3,chicken,7.2,Fresh Food,21.6,8041
4270,2015-02-08,71,1,shopping bags,5.12,Household & Hygiene,5.12,8742
