Member_number,Recency,Frequency,Monetary,Cluster
3479,281,4,81.2,Loyal
2724,244,2,81.2,At Risk
4306,2,4,81.15,Loyal
2514,58,3,81.1,At Risk
4461,320,4,81.0,Dormant
4471,305,4,81.0,Dormant
1142,200,4,81.0,Loyal
4894,7,3,81.0,At Risk
4835,21,6,80.84,Loyal
1141,380,4,80.8,Dormant
1833,159,4,80.8,Loyal
1053,174,6,80.7,Loyal
1857,111,2,80.7,At Risk
3735,32,4,80.7,Loyal
3756,28,5,80.7,Loyal
2218,181,6,80.6,Loyal
2790,0,3,80.5,At Risk
4067,75,3,80.4,At Risk
3902,31,3,80.4,At Risk
3158,452,4,80.4,Dormant
2513,15,4,80.3,Loyal
1325,218,3,80.3,At Risk
3304,30,3,80.3,At Risk
1075,41,4,80.3,Loyal
2948,194,4,80.24,Loyal
3260,28,3,80.2,At Risk
3899,6,5,80.2,Loyal
1399,385,4,80.1,Dormant
1552,720,1,80.1,Dormant
2159,166,3,80.06,At Risk
4536,108,4,80.0,Loyal
4154,181,4,80.0,Loyal
4632,87,5,80.0,Loyal
3589,56,6,80.0,Loyal
4394,412,4,79.9,Dormant
1684,361,3,79.9,Dormant
4842,22,5,79.89,Loyal
2396,496,5,79.85,Dormant
4286,109,4,79.8,Loyal
4320,19,5,79.8,Loyal
4133,156,6,79.8,Loyal
2446,113,4,79.8,Loyal
4212,243,5,79.75,Loyal
1766,343,2,79.75,Dormant
4897,400,4,79.6,Dormant
3811,189,7,79.6,Loyal
1311,184,3,79.5,At Risk
3149,704,1,79.5,Dormant
2708,316,2,79.5,Dormant
1599,78,5,79.44,Loyal
4840,208,4,79.4,Loyal
2942,332,3,79.35,Dormant
2274,359,5,79.34,Dormant
1424,82,3,79.3,At Risk
3015,81,4,79.3,Loyal
3236,179,4,79.2,Loyal
1712,487,2,79.1,Dormant
4058,0,3,78.99,At Risk
2241,73,4,78.9,Loyal
3867,114,3,78.88,At Risk
4144,54,4,78.8,Loyal
2697,541,2,78.7,Dormant
4740,89,4,78.7,Loyal
1697,43,6,78.66,Loyal
3227,30,5,78.66,Loyal
3327,240,6,78.53,Loyal
2379,102,3,78.5,At Risk
1885,5,4,78.5,Loyal
1339,32,5,78.5,Loyal
1345,162,3,78.36,At Risk
3385,185,4,78.33,Loyal
1161,291,2,78.3,Dormant
3063,2,5,78.2,Loyal
2800,89,5,78.15,Loyal
3009,138,6,78.1,Loyal
4334,50,5,78.05,Loyal
3447,33,4,78.0,Loyal
2410,39,3,78.0,At Risk
2636,110,2,78.0,At Risk
4449,275,3,78.0,At Risk
2327,22,4,78.0,Loyal
3658,95,2,77.9,At Risk
2805,122,4,77.85,Loyal
3280,170,3,77.8,At Risk
4097,32,6,77.8,Loyal
4555,53,5,77.7,Loyal
4322,27,5,77.7,Loyal
2974,4,4,77.7,Loyal
3241,101,3,77.6,At Risk
4319,52,6,77.56,Loyal
2530,122,4,77.54,Loyal
1349,17,4,77.52,Loyal
2876,61,5,77.32,Loyal
1461,9,3,77.3,At Risk
2871,10,4,77.25,Loyal
2630,318,3,77.24,Dormant
3660,442,4,77.2,Dormant
2653,23,5,77.15,Loyal
2038,227,5,76.95,Loyal
3673,125,4,76.95,At Risk
4199,1,4,76.94,Loyal
2505,30,4,76.9,Loyal
4037,1,4,76.9,Loyal
4363,182,3,76.9,At Risk
4314,242,7,76.9,Loyal
2979,143,4,76.85,At Risk
4004,234,2,76.8,At Risk
3724,19,3,76.8,At Risk
4411,161,2,76.8,At Risk
1969,160,5,76.76,Loyal
1215,346,3,76.71,Dormant
2902,136,3,76.7,At Risk
2464,164,4,76.7,At Risk
3368,296,3,76.65,Dormant
4372,153,4,76.65,At Risk
1974,241,1,76.6,At Risk
4659,369,4,76.6,Dormant
4121,59,6,76.52,Loyal
3237,185,4,76.5,At Risk
4527,73,5,76.5,Loyal
2958,199,5,76.4,Loyal
3038,353,5,76.3,Dormant
2407,295,3,76.3,Dormant
2999,149,3,76.3,At Risk
4504,117,5,76.3,Loyal
1660,157,3,76.25,At Risk
3519,17,3,76.2,At Risk
2132,376,5,76.2,Dormant
4240,26,5,76.17,Loyal
1955,320,4,76.12,Dormant
4786,395,3,76.1,Dormant
4459,12,5,76.1,Loyal
2571,166,3,76.1,At Risk
2864,149,4,76.04,At Risk
2696,119,5,76.0,Loyal
1506,370,2,76.0,Dormant
3808,134,5,76.0,Loyal
3930,171,2,76.0,At Risk
1987,76,3,76.0,At Risk
3210,7,3,75.9,At Risk
4066,393,4,75.9,Dormant
1702,350,5,75.9,Dormant
3671,80,3,75.86,At Risk
1012,41,4,75.86,At Risk
4268,249,5,75.75,Loyal
2565,93,4,75.74,At Risk
3853,179,1,75.7,At Risk
1055,219,2,75.7,At Risk
3866,176,5,75.7,Loyal
4500,205,4,75.6,At Risk
3223,511,1,75.6,Dormant
3831,77,4,75.55,At Risk
3106,598,3,75.54,Dormant
2877,264,2,75.5,At Risk
2483,63,4,75.5,At Risk
3407,280,4,75.5,At Risk
1017,91,5,75.49,Loyal
4371,192,4,75.45,At Risk
2613,129,6,75.45,Loyal
3132,123,4,75.4,At Risk
4838,333,3,75.3,Dormant
1171,239,5,75.3,Loyal
2766,133,3,75.2,At Risk
2026,411,2,75.2,Dormant
3999,44,5,75.2,Loyal
1014,88,4,75.1,At Risk
2610,70,3,75.04,At Risk
3033,461,3,75.0,Dormant
3839,473,3,75.0,Dormant
1354,29,5,74.95,Loyal
3035,31,6,74.9,Loyal
2448,1,6,74.9,Loyal
2243,106,4,74.9,At Risk
3439,127,5,74.9,Loyal
4899,292,4,74.9,At Risk
4910,35,3,74.9,At Risk
3027,106,4,74.9,At Risk
2561,133,4,74.85,At Risk
3127,392,4,74.8,Dormant
4195,90,3,74.76,At Risk
2481,36,2,74.76,At Risk
2188,32,4,74.75,At Risk
2622,90,3,74.7,At Risk
3570,119,4,74.7,At Risk
1911,211,2,74.66,At Risk
1113,147,4,74.65,At Risk
2544,335,4,74.6,Dormant
3905,194,7,74.59,Loyal
2312,229,4,74.5,At Risk
4728,115,4,74.49,At Risk
1900,97,4,74.44,At Risk
1234,40,4,74.44,At Risk
3486,7,5,74.4,Loyal
2695,179,3,74.3,At Risk
2211,31,4,74.3,At Risk
2207,266,4,74.2,At Risk
2575,292,2,74.2,Dormant
2940,53,4,74.2,At Risk
1829,194,4,74.2,At Risk
4908,224,3,74.19,At Risk
1544,308,4,74.16,Dormant
1426,175,5,74.04,Loyal
2795,238,5,74.0,Loyal
3339,22,3,74.0,At Risk
4762,61,6,73.98,Loyal
3665,98,2,73.96,At Risk
3254,72,4,73.92,At Risk
2441,180,6,73.92,Loyal
4558,269,3,73.9,At Risk
4813,148,3,73.9,At Risk
4706,37,3,73.9,At Risk
4041,75,3,73.9,At Risk
1020,78,3,73.84,At Risk
4025,56,4,73.82,At Risk
2969,22,4,73.7,At Risk
1102,186,4,73.7,At Risk
3587,147,5,73.62,Loyal
1123,48,4,73.6,At Risk
2181,190,3,73.6,At Risk
3034,222,5,73.5,Loyal
3645,18,4,73.5,At Risk
1019,385,1,73.5,Dormant
1670,38,3,73.5,At Risk
2299,50,3,73.47,At Risk
3320,627,3,73.4,Dormant
2025,412,3,73.4,Dormant
2250,76,2,73.4,At Risk
2360,315,3,73.3,Dormant
2553,163,6,73.23,Loyal
4501,198,5,73.22,Loyal
1194,231,3,73.2,At Risk
2048,14,6,73.2,Loyal
4733,296,4,73.14,Dormant
4648,83,4,73.1,At Risk
4432,96,5,73.1,Loyal
3644,89,3,73.0,At Risk
2703,100,4,73.0,At Risk
3208,40,5,73.0,Loyal
1467,132,2,73.0,At Risk
1924,43,6,72.99,Loyal
1622,294,4,72.96,Dormant
2705,44,3,72.94,At Risk
2146,193,3,72.9,At Risk
4977,132,2,72.85,At Risk
4357,81,3,72.8,At Risk
4431,44,5,72.8,Loyal
1139,345,4,72.8,Dormant
2900,263,4,72.72,At Risk
4405,161,2,72.7,At Risk
2559,429,3,72.7,Dormant
1756,98,4,72.6,At Risk
4474,20,4,72.5,At Risk
3058,156,3,72.4,At Risk
4416,7,7,72.3,Loyal
4725,28,4,72.22,At Risk
3400,301,3,72.2,Dormant
3271,3,3,72.2,At Risk
3647,302,2,72.2,Dormant
4616,136,6,72.2,Loyal
4860,411,6,72.16,Dormant
1834,38,3,72.16,At Risk
3928,95,3,72.12,At Risk
3736,33,4,72.1,At Risk
4114,145,4,72.1,At Risk
2105,343,2,72.06,Dormant
4478,26,3,72.05,At Risk
2616,228,4,72.0,At Risk
2681,242,3,72.0,At Risk
1938,236,4,72.0,At Risk
3066,24,6,72.0,Loyal
1074,75,5,71.96,Loyal
1370,178,3,71.9,At Risk
1693,3,4,71.9,At Risk
2829,11,3,71.9,At Risk
2661,243,4,71.9,At Risk
4878,100,3,71.8,At Risk
3309,63,7,71.67,Loyal
2804,346,4,71.6,Dormant
4865,408,2,71.5,Dormant
2366,134,4,71.5,At Risk
2977,44,4,71.5,At Risk
1015,240,3,71.4,At Risk
3762,132,5,71.4,Loyal
4529,220,4,71.36,At Risk
3384,31,5,71.35,Loyal
4650,381,5,71.32,Dormant
2412,292,2,71.3,Dormant
4246,29,3,71.3,At Risk
2786,280,3,71.3,At Risk
4896,67,3,71.3,At Risk
3730,156,4,71.25,At Risk
2830,191,4,71.2,At Risk
3678,541,3,71.2,Dormant
1478,321,4,71.2,Dormant
3255,55,6,71.1,Loyal
1773,59,4,71.1,At Risk
4819,90,5,71.05,Loyal
4609,53,2,71.0,At Risk
3428,289,3,71.0,Dormant
2542,36,3,71.0,At Risk
3575,236,5,70.96,Loyal
2980,247,3,70.96,At Risk
1367,147,2,70.9,At Risk
3764,50,6,70.8,Loyal
3017,93,3,70.8,At Risk
1962,205,3,70.8,At Risk
3213,376,3,70.79,Dormant
1516,336,2,70.72,Dormant
2460,12,4,70.7,At Risk
2782,204,3,70.7,At Risk
4511,184,3,70.7,At Risk
4675,60,4,70.6,At Risk
2861,28,5,70.55,Loyal
4970,144,3,70.5,At Risk
1337,5,2,70.5,At Risk
3716,50,4,70.4,At Risk
2921,398,3,70.4,Dormant
1824,59,4,70.4,At Risk
2533,372,3,70.4,Dormant
1918,92,2,70.4,At Risk
4183,349,6,70.39,Loyal
4013,287,4,70.38,At Risk
1411,313,2,70.32,Dormant
4177,198,3,70.3,At Risk
1002,122,4,70.3,At Risk
4122,68,4,70.25,At Risk
4074,111,4,70.2,At Risk
2521,16,3,70.2,At Risk
2680,141,4,70.1,At Risk
1417,103,5,70.1,Loyal
3717,214,4,70.1,At Risk
2420,94,3,70.0,At Risk
2087,265,4,70.0,At Risk
4901,319,3,70.0,Dormant
2726,395,4,69.92,Dormant
2185,80,4,69.9,At Risk
1875,154,2,69.9,At Risk
1035,113,5,69.9,Loyal
3884,267,2,69.8,At Risk
2882,188,4,69.75,At Risk
2328,311,2,69.7,Dormant
1188,355,3,69.7,Dormant
3129,522,3,69.65,Dormant
3640,83,3,69.65,At Risk
3623,237,2,69.6,At Risk
3985,68,5,69.6,Loyal
3986,42,5,69.6,Loyal
1615,27,4,69.5,At Risk
2488,133,2,69.5,At Risk
2744,225,3,69.5,At Risk
2239,17,3,69.41,At Risk
2134,95,3,69.4,At Risk
2955,207,6,69.4,Loyal
2091,72,4,69.4,At Risk
2809,264,2,69.35,At Risk
4697,110,5,69.32,Loyal
3285,171,2,69.3,At Risk
2702,217,4,69.3,At Risk
3399,164,4,69.26,At Risk
4414,341,3,69.26,Dormant
1722,125,6,69.25,Loyal
4088,98,4,69.23,At Risk
2119,97,3,69.2,At Risk
4873,118,3,69.2,At Risk
4963,366,4,69.1,Dormant
3338,135,4,69.1,At Risk
1205,291,3,69.1,Dormant
4003,7,4,69.04,At Risk
2796,74,5,69.0,Loyal
4231,353,2,68.9,Dormant
3615,119,4,68.9,At Risk
2732,272,4,68.9,At Risk
1822,302,4,68.9,Dormant
3023,155,3,68.8,At Risk
4794,64,4,68.8,At Risk
1151,104,2,68.8,At Risk
3480,237,5,68.8,Loyal
2929,434,2,68.7,Dormant
4192,14,5,68.7,Loyal
4310,306,3,68.7,Dormant
1217,315,3,68.6,Dormant
4672,55,3,68.6,At Risk
3277,425,3,68.6,Dormant
1304,135,3,68.5,At Risk
1868,424,3,68.5,Dormant
1115,342,4,68.5,Dormant
4103,157,4,68.5,At Risk
1403,228,4,68.4,At Risk
3459,147,4,68.4,At Risk
4928,134,1,68.4,At Risk
1212,152,4,68.4,At Risk
4686,48,6,68.3,Loyal
3222,147,4,68.22,At Risk
2118,165,2,68.2,At Risk
2247,213,3,68.15,At Risk
4931,240,5,68.1,Loyal
2424,458,3,68.1,Dormant
4591,200,3,68.0,At Risk
1550,230,3,67.95,At Risk
4489,41,3,67.94,At Risk
3664,214,3,67.9,At Risk
2842,154,2,67.8,At Risk
1937,74,5,67.8,Loyal
2020,41,3,67.8,At Risk
2462,280,2,67.78,Dormant
1867,276,4,67.7,At Risk
1230,41,6,67.65,Loyal
2923,423,2,67.6,Dormant
1125,41,5,67.56,Loyal
2712,95,5,67.54,Loyal
2583,279,2,67.5,Dormant
4823,470,4,67.46,Dormant
3698,122,5,67.45,Loyal
3798,117,2,67.36,At Risk
2314,35,5,67.3,Loyal
1815,122,5,67.3,Loyal
1128,178,4,67.25,At Risk
1680,385,3,67.2,Dormant
2635,104,2,67.2,At Risk
1747,378,5,67.2,Dormant
1831,355,3,67.15,Dormant
2914,30,4,67.1,At Risk
4684,404,4,67.1,Dormant
4781,38,3,67.1,At Risk
1270,249,3,67.06,At Risk
4403,101,5,67.05,Loyal
3168,14,5,67.0,Loyal
1562,233,3,66.9,At Risk
3650,166,2,66.9,At Risk
2402,115,3,66.83,At Risk
4061,235,3,66.8,At Risk
2085,252,4,66.7,At Risk
1307,191,5,66.7,Loyal
1883,55,5,66.7,Loyal
1784,95,3,66.7,At Risk
1140,187,2,66.7,At Risk
4607,15,3,66.6,At Risk
4294,27,6,66.6,Loyal
2880,57,3,66.5,At Risk
1518,19,3,66.45,At Risk
4561,482,4,66.4,Dormant
1070,420,2,66.4,Dormant
3953,231,4,66.3,At Risk
4360,310,3,66.25,Dormant
4748,15,5,66.2,Loyal
4732,392,1,66.2,Dormant
2780,80,2,66.2,At Risk
4159,2,3,66.2,At Risk
3183,145,3,66.1,At Risk
2044,14,4,66.01,At Risk
4075,359,4,66.0,Dormant
2983,110,2,66.0,At Risk
1527,0,5,65.9,Loyal
3978,160,2,65.9,At Risk
2904,104,4,65.8,At Risk
1082,596,2,65.8,Dormant
2058,209,4,65.76,At Risk
1795,271,2,65.75,At Risk
2917,582,2,65.7,Dormant
4544,343,5,65.65,Dormant
2261,184,6,65.5,Loyal
4238,18,3,65.5,At Risk
2623,81,3,65.5,At Risk
1781,207,3,65.46,At Risk
3010,138,5,65.44,Loyal
3612,94,6,65.44,Loyal
4100,252,3,65.35,At Risk
3256,153,4,65.3,At Risk
2528,72,3,65.3,At Risk
2165,115,6,65.3,Loyal
3740,590,1,65.2,Dormant
3123,380,4,65.1,Dormant
4532,31,3,65.1,At Risk
2749,191,3,65.1,At Risk
4654,472,3,65.06,Dormant
1926,75,3,65.0,At Risk
4348,263,5,65.0,Loyal
2257,229,4,64.9,At Risk
3760,38,5,64.76,Loyal
3516,17,3,64.7,At Risk
3520,51,4,64.67,At Risk
3394,17,3,64.66,At Risk
4716,304,2,64.6,Dormant
1031,76,3,64.6,At Risk
3324,128,5,64.5,Loyal
3457,416,2,64.43,Dormant
3802,76,2,64.4,At Risk
4370,572,3,64.35,Dormant
2470,230,4,64.3,At Risk
3534,49,3,64.3,At Risk
4381,91,3,64.3,At Risk
4260,44,4,64.2,At Risk
2824,23,3,64.2,At Risk
3374,125,2,64.2,At Risk
2203,186,1,64.2,At Risk
2023,121,3,64.1,At Risk
1332,28,5,64.1,Loyal
2309,1,4,64.07,At Risk
1195,56,3,64.06,At Risk
4723,222,3,64.0,At Risk
3440,9,1,63.9,At Risk
2503,325,1,63.9,Dormant
1274,538,3,63.88,Dormant
1319,134,3,63.8,At Risk
3485,161,3,63.8,At Risk
1413,381,3,63.8,Dormant
4457,118,2,63.8,At Risk
3925,280,2,63.72,Dormant
4582,47,4,63.7,At Risk
4687,98,4,63.6,At Risk
3837,232,2,63.6,At Risk
4404,446,3,63.6,Dormant
4035,149,4,63.6,At Risk
1514,128,5,63.54,Loyal
2111,308,4,63.51,Dormant
3567,87,2,63.5,At Risk
4602,126,1,63.5,At Risk
3784,199,3,63.5,At Risk
4770,594,3,63.5,Dormant
3895,564,3,63.45,Dormant
2548,5,4,63.45,At Risk
4957,515,3,63.4,Dormant
4390,344,2,63.4,Dormant
3984,330,2,63.4,Dormant
3934,243,4,63.36,At Risk
2823,439,2,63.3,Dormant
1446,484,3,63.26,Dormant
2807,180,4,63.2,At Risk
2924,41,4,63.16,At Risk
1351,307,2,63.1,Dormant
2750,107,3,62.95,At Risk
1718,291,3,62.95,Dormant
2664,101,3,62.9,At Risk
3088,27,3,62.8,At Risk
2135,339,2,62.8,Dormant
1249,445,2,62.8,Dormant
3705,114,4,62.8,At Risk
2260,61,3,62.75,At Risk
2935,355,4,62.7,Dormant
1362,85,2,62.7,At Risk
4244,60,5,62.7,Loyal
1774,145,5,62.65,Loyal
2351,358,3,62.64,Dormant
1644,535,2,62.62,Dormant
3666,262,5,62.6,Loyal
4193,122,4,62.54,At Risk
1365,58,6,62.5,Loyal
1846,31,5,62.5,Loyal
1495,355,3,62.5,Dormant
2034,80,3,62.46,At Risk
1903,295,4,62.45,Dormant
4578,478,4,62.44,Dormant
2489,8,4,62.42,At Risk
3869,151,3,62.4,At Risk
3690,223,2,62.4,At Risk
2422,49,2,62.4,At Risk
4935,272,3,62.4,At Risk
4726,175,4,62.4,At Risk
1295,160,3,62.35,At Risk
4284,77,3,62.3,At Risk
1049,116,4,62.3,At Risk
4604,21,2,62.3,At Risk
2148,164,5,62.25,Loyal
3952,61,4,62.16,At Risk
3316,357,3,62.16,Dormant
4475,271,2,62.1,At Risk
2669,97,4,62.1,At Risk
1207,46,3,62.06,At Risk
4583,310,2,62.05,Dormant
4597,170,3,61.9,At Risk
3961,6,4,61.9,At Risk
4876,312,3,61.9,Dormant
1995,201,5,61.82,Loyal
2624,134,2,61.8,At Risk
2698,340,3,61.8,Dormant
2912,336,5,61.79,Dormant
1331,31,4,61.75,At Risk
3463,97,4,61.74,At Risk
3086,270,4,61.74,At Risk
4157,360,2,61.7,Dormant
1223,30,4,61.6,At Risk
1864,94,4,61.6,At Risk
1202,161,4,61.6,At Risk
4410,79,4,61.55,At Risk
3424,136,3,61.54,At Risk
2741,93,4,61.5,At Risk
3927,21,3,61.5,At Risk
4629,44,4,61.42,At Risk
1849,188,3,61.42,At Risk
2115,42,3,61.4,At Risk
4508,84,6,61.4,Loyal
4744,63,5,61.4,Loyal
1678,46,4,61.4,At Risk
3145,44,4,61.4,At Risk
4991,373,5,61.34,Dormant
3379,343,2,61.3,Dormant
3754,342,2,61.3,Dormant
3020,125,3,61.3,At Risk
2508,3,4,61.25,At Risk
1904,256,3,61.2,At Risk
1240,260,3,61.14,At Risk
1525,431,2,61.1,Dormant
2639,48,3,61.1,At Risk
3987,133,4,61.05,At Risk
4622,475,4,60.94,Dormant
1629,205,3,60.9,At Risk
2108,90,3,60.9,At Risk
3616,420,3,60.9,Dormant
4264,233,4,60.9,At Risk
2125,188,2,60.9,At Risk
3742,130,2,60.86,At Risk
4359,97,3,60.85,At Risk
4450,153,3,60.8,At Risk
2956,28,5,60.8,Loyal
1298,156,3,60.8,At Risk
2945,164,2,60.8,At Risk
3420,306,3,60.7,Dormant
1489,190,5,60.7,Loyal
3220,53,5,60.7,Loyal
3551,159,3,60.7,At Risk
2606,338,3,60.7,Dormant
1003,323,4,60.65,Dormant
4285,1,4,60.65,At Risk
2388,406,4,60.62,Dormant
3912,358,3,60.6,Dormant
2699,32,5,60.55,Loyal
3219,148,3,60.54,At Risk
3921,419,4,60.4,Dormant
1536,242,3,60.4,At Risk
2685,84,5,60.4,Loyal
4016,253,2,60.4,At Risk
4620,294,3,60.36,Dormant
2927,330,5,60.36,Dormant
2920,80,5,60.3,Loyal
3731,423,4,60.22,Dormant
1533,53,3,60.14,At Risk
1847,257,4,60.05,At Risk
3252,130,5,60.0,Loyal
3452,59,4,60.0,At Risk
4954,97,4,60.0,At Risk
4116,243,3,60.0,At Risk
4881,155,3,59.94,At Risk
2361,88,4,59.9,At Risk
4965,80,2,59.9,At Risk
1174,322,5,59.9,Dormant
3851,234,4,59.9,At Risk
2172,303,2,59.8,Dormant
3515,180,5,59.8,Loyal
3382,412,3,59.75,Dormant
1346,236,3,59.7,At Risk
4507,137,2,59.7,At Risk
4664,218,3,59.6,At Risk
2899,36,4,59.6,At Risk
3157,448,3,59.52,Dormant
4571,269,3,59.5,At Risk
4053,283,1,59.5,Dormant
2965,571,2,59.45,Dormant
4665,307,4,59.42,Dormant
1791,454,3,59.4,Dormant
3055,134,1,59.4,At Risk
3006,3,3,59.3,At Risk
2536,53,3,59.3,At Risk
1902,29,3,59.22,At Risk
1512,101,4,59.21,At Risk
2802,380,4,59.2,Dormant
2264,352,3,59.2,Dormant
4256,590,3,59.2,Dormant
2598,49,1,59.1,At Risk
4586,460,3,59.1,Dormant
3838,16,3,59.1,At Risk
4547,346,2,59.1,Dormant
1064,158,3,59.1,At Risk
1524,25,4,59.1,At Risk
2078,75,2,59.04,At Risk
4593,134,4,59.0,At Risk
3415,217,2,59.0,At Risk
4477,318,2,58.95,Dormant
1214,354,2,58.9,Dormant
4919,275,2,58.9,Dormant
1751,280,4,58.9,At Risk
2195,173,4,58.76,At Risk
1088,30,3,58.75,At Risk
3772,94,4,58.72,At Risk
2994,536,2,58.7,Dormant
2276,353,3,58.7,Dormant
1764,45,5,58.6,Loyal
4377,310,2,58.5,Dormant
2934,108,4,58.5,At Risk
1037,14,3,58.44,At Risk
4254,138,3,58.42,At Risk
2936,205,2,58.4,At Risk
2557,68,3,58.4,At Risk
3110,525,2,58.4,Dormant
2846,98,3,58.36,At Risk
3859,91,2,58.3,At Risk
3021,334,4,58.3,Dormant
4369,127,4,58.3,At Risk
4166,54,4,58.26,At Risk
1597,328,4,58.2,Dormant
1056,51,3,58.2,At Risk
1024,142,1,58.2,At Risk
1306,40,3,58.19,At Risk
4065,176,6,58.04,Loyal
2076,26,4,58.0,At Risk
1348,104,2,58.0,At Risk
4833,295,3,57.95,Dormant
3697,88,4,57.93,At Risk
4198,287,2,57.9,Dormant
3861,176,3,57.85,At Risk
1268,437,4,57.8,Dormant
1095,61,3,57.76,At Risk
3816,12,4,57.7,At Risk
4161,97,2,57.6,At Risk
4466,118,3,57.6,At Risk
4125,199,5,57.6,At Risk
4009,169,4,57.6,At Risk
2282,233,1,57.6,At Risk
1676,80,4,57.6,At Risk
4219,75,4,57.5,At Risk
1772,58,4,57.5,At Risk
1547,256,3,57.5,At Risk
2531,493,2,57.5,Dormant
1199,20,4,57.5,At Risk
1763,3,3,57.45,At Risk
1246,366,4,57.4,Dormant
2875,59,3,57.4,At Risk
1664,273,3,57.4,At Risk
2679,379,3,57.39,Dormant
2471,139,3,57.3,At Risk
2326,31,3,57.3,At Risk
3257,320,2,57.25,Dormant
3840,155,5,57.22,At Risk
1578,190,4,57.2,At Risk
4898,157,3,57.2,At Risk
1953,296,1,57.2,Dormant
2657,223,2,57.2,At Risk
3936,511,2,57.15,Dormant
2472,347,4,57.1,Dormant
4768,292,1,57.0,Dormant
1302,92,4,56.96,At Risk
1988,113,2,56.9,At Risk
2506,3,4,56.9,At Risk
2933,268,2,56.8,At Risk
2158,151,2,56.8,At Risk
3594,110,2,56.8,At Risk
1517,151,4,56.7,At Risk
4089,87,3,56.65,At Risk
1843,24,4,56.65,At Risk
2371,122,3,56.6,At Risk
3310,230,4,56.55,At Risk
4443,415,3,56.5,Dormant
2837,102,5,56.45,At Risk
2444,196,3,56.43,At Risk
3202,46,3,56.4,At Risk
2106,36,5,56.4,At Risk
3893,259,5,56.34,At Risk
1852,478,4,56.32,Dormant
2671,156,4,56.3,At Risk
4173,233,2,56.2,At Risk
4132,393,4,56.16,Dormant
3750,227,3,56.1,At Risk
1394,220,2,56.1,At Risk
1498,63,4,56.1,At Risk
4619,197,2,56.1,At Risk
1739,213,2,55.9,At Risk
3975,306,2,55.8,Dormant
2939,149,3,55.8,At Risk
4705,222,5,55.8,At Risk
4343,9,2,55.78,At Risk
2458,129,2,55.7,At Risk
4909,65,2,55.7,At Risk
3279,399,3,55.69,Dormant
3896,111,4,55.6,At Risk
4966,339,2,55.6,Dormant
3265,21,2,55.5,At Risk
4752,226,3,55.45,At Risk
3770,351,1,55.4,Dormant
2010,11,4,55.34,At Risk
2843,16,4,55.3,At Risk
1717,51,3,55.3,At Risk
3781,98,3,55.3,At Risk
4709,509,3,55.3,Dormant
2074,10,4,55.2,At Risk
3696,423,2,55.1,Dormant
1912,130,3,55.1,At Risk
2249,215,2,55.1,At Risk
1698,161,3,55.04,At Risk
1291,285,4,55.0,At Risk
4080,180,4,54.9,At Risk
1961,15,6,54.9,Loyal
3026,340,5,54.85,Dormant
1386,152,3,54.8,At Risk
1689,386,2,54.8,Dormant
1981,60,2,54.7,At Risk
3525,319,2,54.7,Dormant
3554,160,4,54.7,At Risk
4245,209,4,54.6,At Risk
1451,337,2,54.56,Dormant
1143,249,5,54.5,At Risk
4655,150,4,54.5,At Risk
2032,155,2,54.45,At Risk
1449,88,4,54.45,At Risk
1150,26,4,54.4,At Risk
2903,144,3,54.4,At Risk
3040,445,1,54.4,Dormant
4439,131,3,54.3,At Risk
2205,298,2,54.3,Dormant
2943,193,4,54.23,At Risk
4420,308,3,54.2,Dormant
4559,232,4,54.2,At Risk
3024,372,2,54.2,Dormant
2891,181,1,54.15,At Risk
3813,346,2,54.1,Dormant
3068,194,3,54.1,At Risk
1163,16,3,54.1,At Risk
1301,57,3,54.0,At Risk
3330,157,2,54.0,At Risk
4764,94,3,53.95,At Risk
3787,97,3,53.95,At Risk
1803,232,4,53.9,At Risk
4649,451,5,53.86,Dormant
1000,35,5,53.8,At Risk
2368,49,1,53.8,At Risk
2740,181,2,53.8,At Risk
4200,555,1,53.76,Dormant
3473,267,3,53.72,At Risk
2281,64,1,53.7,At Risk
2080,253,2,53.6,At Risk
3667,382,4,53.6,Dormant
2147,48,4,53.6,At Risk
4711,104,4,53.55,At Risk
2620,16,4,53.55,At Risk
2763,320,4,53.54,Dormant
4513,56,2,53.49,At Risk
3810,237,2,53.4,At Risk
1021,53,3,53.4,At Risk
3401,93,3,53.4,At Risk
4790,137,3,53.39,At Risk
4385,43,2,53.38,At Risk
1580,25,7,53.35,Loyal
4422,437,2,53.32,Dormant
3577,232,3,53.3,At Risk
1138,119,3,53.3,At Risk
1111,40,4,53.3,At Risk
4615,427,2,53.3,Dormant
4341,430,3,53.23,Dormant
1679,22,4,53.2,At Risk
4771,369,3,53.2,Dormant
2908,290,3,53.2,Dormant
1964,394,4,53.17,Dormant
2586,65,2,53.1,At Risk
2527,141,2,53.1,At Risk
2352,239,3,53.09,At Risk
4944,88,4,53.05,At Risk
2064,131,3,53.0,At Risk
4149,285,4,52.8,At Risk
1669,133,1,52.74,At Risk
4950,252,3,52.72,At Risk
3815,106,4,52.6,At Risk
3897,129,5,52.5,At Risk
1378,79,2,52.5,At Risk
4493,62,4,52.5,At Risk
3513,123,2,52.5,At Risk
3249,373,2,52.35,Dormant
3941,415,1,52.34,Dormant
2833,138,1,52.3,At Risk
2576,370,2,52.3,Dormant
3411,194,4,52.3,At Risk
2323,368,2,52.3,Dormant
4115,222,4,52.22,At Risk
3378,351,4,52.2,Dormant
2831,358,4,52.2,Dormant
3387,234,3,52.12,At Risk
